0,1,2,3
-0.06689055545071151,-0.15336428770238522,-0.25345907179094945,0.0
-0.06689055545071151,-0.15336428770238522,-0.25345907179094945,0.0
-0.05584872860516775,-0.06987027274809754,-0.21218649360810643,-0.10597602813904415
-0.06165488922144951,-0.09143504187021956,-0.15027762633384187,-0.1680361168748936
-0.05584872860516775,-0.07384617822211123,-0.20186834906239567,-0.1114437338037851
-0.062473824712494005,-0.08179798917013864,-0.25345907179094945,0.0
-0.045248574833445736,-0.06138834107020164,-0.1709139154252634,-0.11192789158629644
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,0.0
-0.05290424144635608,0.07326232431639564,-0.25345907179094945,0.0
-0.05584872860516775,-0.03408712348197424,-0.2431409272452387,-0.17383503697194672
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,0.0
-0.05351706283628376,-0.071288819022576,-0.19155020451668492,-0.1223968259742739
-0.017236932369880623,-0.08365919648804822,0.49976548004593585,-0.13822943311044528
0.2179444098569354,0.47573329568711736,-0.18123205997097416,1.0607820913229318
-0.05584872860516775,-0.06987027274809754,-0.21218649360810643,-0.10404747809823965
0.044335606668925054,-0.08514142209479475,1.8308061264426234,-0.14796540947255576
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,0.0
-0.06063352023823671,-0.051978698115035894,-0.25345907179094945,0.0
-0.05687929911075183,-0.08731455801533264,-0.09868690360528809,-0.1551744428967476
-0.05335695634702337,-0.08232195671296401,-0.1193231926967096,-0.1377867876554875
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,0.0
-0.04443884086477253,-0.059930509063063284,-0.1709139154252634,-0.08390071433470858
-0.062345003399295995,-0.09197382224269245,-0.18123205997097416,-0.16644942889667166
-0.023886762169340894,-0.08098227649946808,0.25213001094887766,-0.1260841707207669
-0.062473824712494005,-0.08776184738115919,-0.2431409272452387,-0.17383503697194672
-0.06286028865208804,-0.09089287294194497,-0.2431409272452387,-0.16615352679723647
-0.04830053577355403,-0.07862670756642846,-0.09868690360528809,-0.09213670636680067
-0.0632283495469395,-0.09382510322903007,-0.23282278269952794,-0.16348473097265243
-0.05621678950001921,-0.07106304439030164,-0.21218649360810643,-0.10466371584906878
0.028398569921856895,-0.04424655594444775,0.04576712003466251,-0.0662786796944095
-0.044806901759623985,0.2044672049588477,-0.25345907179094945,0.0
-0.058057093974276504,-0.07981003643313178,-0.20186834906239567,-0.10165981811949701
-0.05516836804103483,-0.08558187083446207,-0.09868690360528809,-0.1524789621867105
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,0.0
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,0.0
-0.042267281585148926,-0.045248058134026985,-0.19155020451668492,0.01761222190841741
-0.058135122883985015,-0.0819786088759581,-0.19155020451668492,-0.15405923835665372
-0.004688264220814987,-0.07549006221617459,0.27276630004029917,-0.11059032799804545
-0.06105679026731589,-0.0867479914852857,-0.21218649360810643,-0.1599853068239003
-0.0611856115805139,-0.08552540055202648,-0.22250463815381719,-0.16236465987081053
-0.06155220023178595,-0.08029509690096145,-0.2431409272452387,-0.13362781800032048
-0.058125185239824025,-0.09088464693061943,0.035448975488951755,-0.167655664060032
-0.04848751070813857,-0.06721966909875507,-0.1709139154252634,-0.10696293466428984
-0.05830553507830124,-0.08710333803702566,-0.1399594817881311,-0.1571918568912244
0.00732892399608514,-0.06651205258879668,0.1695848545831916,-0.107364947673267
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,0.0
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,0.0
0.023759162342254257,0.10758858821954104,-0.19155020451668492,0.4183992806845656
-0.06284188560734547,-0.08776184738115919,-0.25345907179094945,0.0
-0.0015597466145775883,-0.07200948275857229,0.21085743276603464,-0.11531388835962485
-0.05621678950001921,-0.07484015459061466,-0.20186834906239567,-0.09492915160879617
-0.05584872860516775,0.025551458628231244,-0.25345907179094945,0.0
-0.06136964202793963,-0.06390641453707699,-0.25345907179094945,0.0
-0.06265785515991974,-0.08925281193391432,-0.2431409272452387,-0.17017717498398943
-0.05621678950001921,-0.07106304439030164,-0.21218649360810643,-0.10466371584906878
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,0.0
-0.05952933755368234,-0.03408712348197424,-0.25345907179094945,0.0
-0.062142569907127694,-0.08940190838918984,-0.22250463815381719,-0.15813603195160852
-0.03465725452320016,-0.07926782232411317,0.06640340912608403,-0.13126140213462129
-0.04848751070813857,-0.06721966909875507,-0.1709139154252634,-0.10696293466428984
-0.0007678635993046749,-0.08706927472844979,1.304580754611375,-0.15629844186871134
-0.062105763817642545,-0.08477991827564892,-0.2431409272452387,-0.1665193129960322
-0.03928598833685211,-0.06949753160990875,-0.09868690360528809,-0.11380819548275573
-0.047523191163627757,-0.08910425764756709,0.30372073367743146,-0.15404397285060595
-0.05126268985531857,-0.06607044308793301,-0.19155020451668492,-0.07875595767829824
-0.061415649639796066,-0.09108263206684108,-0.15027762633384187,-0.16592517712656615
0.6542239193255326,-0.07889801747325788,7.825648107500573,0.010524123453309577
-0.05584872860516775,0.025551458628231244,-0.25345907179094945,0.0
-0.06093533017201491,-0.08963052295394562,-0.1709139154252634,-0.16510446289076855
-0.06689055545071151,-0.15336428770238522,-0.25345907179094945,0.0
-0.041126292811109404,-0.05396665085204273,-0.1709139154252634,-0.1130660696190932
-0.041126292811109404,-0.06816631325923452,-0.1193231926967096,-0.11000272797016643
-0.05216811965665316,0.08519004073843674,-0.25345907179094945,0.0
-0.04848751070813857,-0.06987027274809754,-0.16059577087955262,-0.07739565229931106
-0.06302591605477119,-0.09074377648666945,-0.25345907179094945,0.0
-0.05952933755368234,-0.03408712348197424,-0.25345907179094945,0.0
-0.044806901759623985,-0.07242621198139206,-0.1193231926967096,-0.08339328722253245
-0.048561122887108864,-0.0640555109923525,-0.18123205997097416,-0.10975485475255704
-0.06321730772009396,-0.09376546464691987,-0.23282278269952794,-0.16348835119654892
-0.05584872860516775,-0.07384617822211123,-0.20186834906239567,-0.11084612957366004
-0.0522785379251086,-0.08602454955447059,-0.02645989178531279,-0.14088375482283386
-0.043730323642183475,-0.08818821092870144,0.324357022768853,-0.16386322920997753
-0.06101630356888223,-0.08928263122496942,-0.18123205997097416,-0.16308273581470384
-0.06173770292279109,-0.06987027274809754,-0.25345907179094945,0.0
